5.674076674256163244e-01 1.836008805217445694e+00 1.233850506632071520e+00 2.177371509004802697e+00 6.138509685805132628e-03 2.824599281800357353e+00 2.129769789706862149e+00 3.456147653663152131e+00 5.739664910302291236e-03 8.848239641459570981e-01
5.588123126257637380e-02 4.100118080550318567e+00 2.394874177485330602e+00 2.113155315658519218e+00 3.282675092103663150e+00 2.476207469163567154e+00 4.040740526148073331e-01 3.208750749682355963e+00 5.937926709809151937e+00 2.316330002953413736e+00
9.956281858133425589e-01 1.227602207357489705e+00 1.624298638448240387e-03 1.473488838309759963e+00 2.087641930652307742e+00 4.463841970758537059e+00 1.651010812558592944e+00 1.309631729101081943e+00 3.182423669013900280e+00 2.500927641477372454e+00
6.004334637127575203e-01 3.023640303838112775e+00 4.474003531610701856e+00 4.797273366473670322e-03 1.993151428148477233e+00 2.544858558388987557e+00 7.427240160876138475e-01 1.023478204572324420e-02 3.867977818860219852e+00 2.079227923255907218e+00
1.925946636411294932e+00 7.320177091905951360e-03 9.770089630594647190e-01 1.664283807983625227e-03 1.041630153812136639e+00 1.037349535886270685e-01 2.045751488408020347e+00 4.132437148254643589e+00 1.996122973010372670e+00 2.817191236949792899e+00
2.020189315631054416e+00 1.484247558770343201e+00 2.918846914346439725e+00 5.558446523138561801e+00 1.279112378542386130e+00 2.717449559694773420e+00 8.270089829001896486e-01 5.016199582258297873e+00 2.286253225184046722e-01 9.769829813292987917e-04
1.211808394325406768e+00 2.257235993720508205e+00 2.782007584806514444e+00 4.266411497416030763e+00 1.922181987933290870e+00 2.406853988195338800e-01 6.075529231283381959e-01 1.633751958614813704e+00 2.811158398106972447e-02 3.825148941403868630e+00
2.758063137298945477e+00 3.295567760358275589e+00 1.728165121985000718e+00 5.382467627395674192e+00 5.188858022503964662e+00 2.360518374957139898e+00 8.848234893528951206e-01 7.544824755130855598e-01 8.291370179967545440e-01 1.229429844592456522e+00
2.888529974023066771e+00 4.447436446987292236e+00 2.654115481472414384e+00 1.896114629765430215e-02 4.734611574980495341e+00 2.839764665147973322e+00 2.200887460543559937e-01 1.008945346704019252e+00 2.354250409138623823e+00 1.838958272798869809e+00
1.783039802662110323e-03 2.147456231270683524e+00 3.583974382314543572e+00 4.136951077214937825e-04 -0.000000000000000000e+00 2.288050304326396354e-03 3.677282017918035439e+00 1.723751444717384063e-01 1.823473635935164705e-03 5.156539333107334144e+00
7.930561609925529387e-01 4.075234884559808535e+00 1.335605905355027989e+00 2.485008722079513621e+00 6.366828746109121084e+00 3.871503550334556731e+00 1.690077734881562321e+00 1.252320053818605505e-01 2.927073113604584248e-02 6.736583358829334456e-01
3.504237964458849497e+00 3.960622308885588971e+00 1.385173175993543310e-02 3.601958666568983336e+00 3.077029248219878887e+00 9.717448514819266858e-01 1.357310538984377812e+00 2.038771355908872707e+00 3.733416333525902964e+00 2.818503218651851050e-01
3.035583710654939260e+00 8.577303333236709904e+00 2.881141843482059262e+00 1.170483199938804564e+00 1.861538777120041122e+00 1.211603559737082891e+00 2.020656066857207112e+00 4.666142052979324606e-01 3.151344345959408155e+00 1.453969910940897670e-01
7.928554785851320633e-03 3.335799091616517553e-01 5.780347570718999961e+00 7.249687249176052506e-02 8.071980458064121899e-01 3.461998284543585047e+00 1.105661810300438308e+00 1.745947304907946585e+00 1.868592640062080701e+00 3.641324870210940645e+00
7.642484367911296372e-01 3.103231012358810201e-02 4.147126329286077162e-02 6.692348309102395199e+00 6.147247793345687050e-01 1.384392582456705600e+00 1.594750432410561913e+00 1.113022696139948531e+00 1.328001544582504634e+00 4.411275896078079128e+00
2.346691011882249711e+00 1.243072345759388408e+00 7.304566560938684505e-01 1.462652530452812849e+00 1.828547562667379278e+00 1.250555464349577817e-01 8.811556909505864343e-01 4.410304307879857610e+00 3.316315295957603659e+00 3.071740916493998497e-01
4.044233895343047003e+00 5.693532434927406002e-03 3.973062052257559262e+00 3.314338746153809190e+00 6.790338750745616991e-02 4.726119459492625907e+00 1.405552343501005434e-02 7.501499109845111320e-03 2.327984249743211276e+00 2.412774993374791899e-01
1.906301088120068821e+00 3.561024049781022160e+00 1.615521546863447899e-01 8.587850470968866334e-01 2.833721744500641737e+00 3.160432882113466846e+00 4.023462692571633074e-03 4.020163801937802539e+00 5.926008611474182786e+00 2.287880720110874844e+00
9.811589784418652815e-01 2.145180351655231465e+00 1.962110218473179374e-02 5.334285413270759335e+00 1.627940623453293156e+00 2.817572982796233472e+00 2.108363389563232992e+00 9.789194255549049650e-01 2.912536889372156601e+00 2.320103823223226946e+00
3.370392799643581849e+00 2.740325874950106932e+00 1.877336053826024129e-02 1.727756721037631449e+00 4.767623231499133141e+00 3.619171891100453897e-01 7.357834569030069494e-01 3.691254026586227255e+00 1.350460680066470687e+00 1.076768357424883416e+00
3.008521343700346851e+00 2.776123510293153185e+00 4.683356846844582977e-01 1.574638254974944251e+00 8.612624785933207239e-01 6.998139460561638749e-03 3.361154648581976545e+00 1.605635116902536658e-02 5.140530753974069667e-01 1.837119036374771364e+00
9.817435784030383861e-01 5.590323895574546675e+00 1.330927081269153600e+00 1.000008263709362653e-02 3.433154243771587399e+00 3.481004206219607600e+00 6.987047520265327050e-01 4.427959235994455511e+00 2.590414654256615101e+00 2.521219185890705372e+00
2.616762757721051713e+00 4.561422933216550568e+00 1.337567789847995181e+00 4.885512703391297507e+00 1.425302564448211795e+00 2.711821767156004537e+00 1.584342906079551527e+00 1.628021123071538234e+00 1.571089496500791549e+00 1.302322504758626431e+00
9.449018557950139216e-03 5.232651406103951075e+00 1.890391789786126653e-01 4.405790890563738432e-02 6.423683562751623555e+00 3.256574385145376560e+00 1.019501747165382444e+00 3.626839283090003807e+00 1.655887497474225256e+00 2.302336706872489369e+00
