label_index	winner_index	loser_index	evaluator_index
12834	73	75	47
19620	68	14	110
26375	46	60	8
38903	47	51	61
7389	30	1	162
38286	71	51	44
5060	10	29	102
60257	5	13	83
15022	79	21	32
63194	15	23	98
9666	67	79	83
37630	66	9	176
3741	49	10	58
34517	46	63	10
36379	45	37	100
50877	19	24	85
47050	48	22	169
30096	33	62	3
56699	9	74	98
31753	9	44	174
41643	46	28	42
48391	49	77	85
17218	42	69	99
39385	69	12	138
40707	40	16	28
22227	76	0	102
41378	40	28	32
28380	50	20	143
42430	46	68	163
42332	36	68	43
3219	21	3	3
798	59	15	43
53747	78	31	80
17422	30	69	41
40521	39	16	106
43152	69	45	172
26229	18	60	71
58943	10	11	101
17391	12	69	42
24725	68	64	66
58546	79	39	110
61962	13	58	66
58361	57	39	14
53741	68	31	21
865	61	15	81
49	10	36	102
58414	71	39	172
19037	0	14	11
5737	78	29	6
29369	46	55	170
25056	59	7	118
63089	34	23	113
12109	11	76	139
43358	55	45	155
61155	6	30	42
28672	36	20	61
45115	30	53	43
32933	60	4	158
7685	65	34	40
21785	71	0	84
18496	40	18	169
17333	75	69	55
9712	16	79	68
30093	16	62	89
60876	10	30	106
55020	35	5	30
46733	49	22	55
1294	46	15	141
52402	50	38	88
12340	21	76	110
21251	67	73	32
18309	39	18	72
42206	35	68	172
54109	19	48	14
11886	71	76	18
1371	68	15	3
431	63	36	105
56663	76	74	150
34069	4	63	8
43147	69	45	126
58011	74	35	71
10147	52	6	43
33213	10	66	80
4500	56	8	4
13547	16	32	126
59803	56	41	163
50263	3	40	110
62601	52	23	99
23760	51	57	175
57301	78	52	55
45932	46	70	127
25334	13	7	176
45343	9	53	83
10301	41	6	29
32098	13	46	50
58093	45	35	42
47404	7	61	158
42148	7	68	80
26962	35	78	111
24734	78	64	145
3799	67	10	10
61432	33	30	53
948	25	15	28
22007	69	0	139
58379	25	39	160
2827	13	3	50
55666	57	43	115
48571	33	77	111
47915	5	77	47
16765	16	49	61
43765	71	72	30
11046	8	26	58
37741	63	9	159
23762	51	57	42
55745	7	43	66
41093	9	16	162
42563	76	68	81
1237	11	15	103
33104	38	4	3
22053	53	0	44
36980	67	54	55
41853	47	28	14
32116	43	46	65
31834	23	46	162
19142	8	14	139
58825	29	39	115
39355	3	12	28
32261	67	46	79
20664	21	50	83
39212	42	12	28
32533	77	46	162
19601	28	14	3
23902	0	64	78
32583	59	4	139
