label_index	winner_index	loser_index	evaluator_index
33299	22	60	129
21982	50	70	67
39769	72	74	112
6699	5	31	110
45257	9	55	33
59377	52	9	153
41985	65	13	103
27319	67	2	57
873	69	0	30
65	75	0	143
40225	62	14	23
54484	25	46	33
52457	21	37	16
26242	77	3	30
42611	63	13	98
33246	74	60	151
26782	63	3	82
28196	51	10	58
54262	71	46	109
43025	35	77	30
24291	74	27	57
2654	41	63	102
55595	60	75	140
24698	10	27	82
33159	16	60	13
53730	68	43	37
22540	49	41	72
47063	62	39	134
13892	43	54	48
64075	6	71	98
37949	51	20	42
29407	28	40	50
4588	55	29	97
20643	47	73	38
443	59	0	137
54047	75	46	134
30951	78	50	74
2335	51	69	23
9926	13	18	146
5046	7	29	54
54228	74	46	64
62489	25	28	150
26255	56	3	114
20707	79	73	134
43095	15	77	78
38272	72	56	64
56276	29	51	81
20833	43	73	54
30115	79	53	150
55084	40	75	2
49833	53	33	57
63518	29	24	98
9921	13	18	122
45902	18	64	65
32459	11	22	127
3996	67	44	21
1035	66	30	81
32771	32	15	11
35369	27	38	32
19345	63	8	48
21508	1	48	42
13772	79	54	79
9321	2	18	64
47121	78	39	60
8695	58	34	134
38142	61	56	17
61798	10	1	95
53025	37	72	114
48665	43	59	146
38263	71	56	30
49033	5	25	104
30967	26	50	80
26232	34	3	33
30027	10	53	48
21887	5	70	81
265	27	0	111
24524	25	27	153
57511	22	17	20
9269	58	18	64
20488	48	73	98
51110	62	19	109
10367	50	32	137
43163	25	77	150
14582	42	36	114
548	53	0	23
21605	61	70	30
12007	28	52	66
5642	71	68	137
47016	43	16	66
31621	42	50	111
31482	67	50	111
43177	48	77	150
54593	68	46	69
18956	48	8	16
147	33	0	80
7218	3	31	11
50818	70	57	65
17197	9	35	83
59055	62	9	54
19792	53	67	19
31337	36	50	37
8851	22	34	121
12294	4	26	51
61536	52	1	97
30800	6	11	104
55191	22	75	129
11364	13	80	104
1023	66	30	23
22453	4	41	146
60495	13	78	54
32350	64	22	57
48071	26	59	117
5669	49	68	134
40417	74	14	113
43776	61	65	114
21344	44	48	140
32051	49	22	137
11728	25	52	37
27660	16	10	155
61134	54	1	50
8721	66	34	150
21517	62	70	64
40118	51	74	79
1209	18	30	148
52586	28	37	25
6874	7	31	8
41948	1	47	51
31332	36	50	23
11831	7	52	140
42873	55	77	102
45340	56	55	155
57446	27	17	17
37859	57	20	151
30975	54	50	67
39031	71	76	86
24128	54	27	25
25833	41	3	54
38570	10	56	69
23549	52	21	16
32098	19	22	127
44000	9	65	95
1551	11	30	90
33388	34	60	86
9877	20	18	60
52635	63	37	111
16553	60	45	57
9498	17	18	148
9079	79	34	101
39470	28	76	33
28659	72	40	66
62951	33	24	50
45514	6	55	93
43600	20	77	104
10496	60	32	50
56091	80	51	155
53021	56	72	148
2968	56	63	57
1245	15	30	47
31955	73	22	66
40839	21	14	104
22399	66	41	150
12393	49	26	46
35349	8	38	102
44654	18	58	57
10078	2	32	146
3864	25	44	17
63980	7	71	155
52556	29	37	83
49068	77	25	131
40337	33	14	153
5005	68	29	80
33652	78	6	123
47006	69	16	104
30970	26	50	74
25938	71	3	11
14691	20	36	150
30681	68	11	13
18014	72	5	64
26508	44	3	137
17080	27	35	9
47303	74	39	123
12048	43	52	111
4193	24	44	102
30774	42	11	153
18271	10	5	102
55437	67	75	54
53979	1	43	111
32023	27	22	25
12081	23	52	83
54942	26	75	137
14830	16	7	151
52610	69	37	66
14499	10	36	97
44222	46	65	129
3918	37	44	87
614	70	0	97
48872	55	25	2
16618	11	45	65
17756	43	35	60
24394	35	27	137
48145	73	59	101
1086	4	30	16
31034	66	50	73
44018	15	65	114
51832	28	19	1
24221	73	27	23
35191	14	38	146
61097	78	1	54
31094	41	50	86
30724	64	11	11
23115	13	41	40
48183	55	59	40
33486	46	60	129
51580	53	19	138
37519	66	20	137
33459	70	60	140
62360	72	28	51
32378	46	22	129
44787	53	58	75
22764	37	41	51
21295	10	48	66
44125	80	65	66
30505	49	11	121
58707	70	23	101
48421	80	59	19
62594	7	28	81
61856	21	1	98
57795	12	17	33
50484	76	57	37
45331	77	55	83
16178	48	45	130
28397	54	40	23
51318	74	19	117
12743	7	26	137
49914	47	33	74
5764	52	68	109
13407	22	54	109
34524	14	61	82
61457	35	1	155
37538	33	20	49
62581	0	28	50
21168	52	48	124
62423	18	28	80
13929	23	54	111
53493	40	43	67
21613	14	70	79
15036	32	7	11
64320	4	62	97
40101	24	74	62
12545	5	26	51
49120	68	25	14
25596	62	3	148
33007	79	15	98
59023	13	23	134
51928	3	19	42
25	65	0	121
26585	60	3	60
42628	23	13	72
4092	21	44	106
48822	2	25	40
60762	36	42	9
49088	80	25	57
1571	28	30	67
63532	30	24	86
53533	71	43	151
3338	13	63	123
30675	53	11	81
5625	74	68	117
30502	72	11	116
3029	68	63	137
29016	53	40	140
12034	69	52	80
