2.898898106533290275e-01 1.597261609677637750e+00 3.235945583069314235e+00 1.554440956645913197e+00 1.822792376308766338e+00 1.276947638843371369e+00 2.224934059069517467e+00 1.426076874715285214e+00 5.555303160036245691e-03 4.726810058987311436e+00
9.307275399483658784e-01 6.142787152068839296e-01 5.408726279245569479e+00 2.732469166897572244e+00 2.602434216755507013e+00 2.735394154190378568e+00 2.339430891549885705e-01 1.649511936645853050e+00 1.825017663209071717e-01 2.305509343320207627e+00
5.805244127366072926e-02 1.861368806176747215e-01 1.502540461765377588e-01 1.711356396599333918e+00 2.016270777788263580e+00 3.180273917493772640e+00 1.233378994206521639e+00 9.164909657483105709e-01 1.654651383021585653e+00 2.745437133422170550e+00
3.748048238977190749e-01 1.167862428872371711e-01 2.395746934762925939e-01 2.204158613124723942e+00 9.559804966008595903e-03 1.792399390866701303e+00 1.277237888322674611e-02 5.545371897246138104e+00 1.582518412219113477e-02 1.667110749641139256e+00
1.034533202634507987e+00 2.414384546239429219e-01 4.242868661630045501e+00 2.856046948513009109e+00 2.825964676257471275e+00 2.864177908564061070e+00 6.071669141524134172e-01 2.465044422287124171e+00 1.992575034237649367e+00 8.964348801452159954e-01
3.427749324471172088e-01 1.954336285623835767e+00 1.220188140296713408e+00 2.540683706065740774e-02 7.171752860407978325e-01 2.360503557081950365e+00 2.706420789142249816e+00 2.117660601124026432e+00 1.431691259644152225e-01 6.395413431350076283e-02
1.887782799972884451e+00 7.226738516380365462e-01 1.929881886159082738e+00 2.381537498535534203e-01 1.820413497355037213e+00 7.102097390657704512e-01 2.501565826213830057e+00 8.095792282234143267e-03 2.649722318548066280e+00 6.513153001184408541e-01
4.093504467011642944e+00 4.009542647449529373e-01 2.639958287376363219e-02 1.366118620106772930e-01 5.890209587372597921e-01 3.227758992656633817e-03 1.820197922338283592e-01 7.292030752669595994e-01 2.574698115274871579e+00 1.268848818466166047e-02
1.631800565056931163e-01 1.060824510385443675e+00 3.953810438540363188e-03 3.269368337218160114e+00 8.504431147541517966e-01 1.142960415257824106e-04 5.899304702515702908e-03 6.317655084355158657e+00 7.553464598187113743e-03 1.016632076458992302e-03
8.047718506720267229e-01 8.960096603430932616e-01 6.543137479096092779e-01 1.484131773691448660e-03 5.130204022538437103e-01 1.872975373463287241e+00 8.249787642360438822e-01 2.307824574414920338e-01 3.785682953168350462e+00 5.500249290853455042e-01
1.435408871325241753e+00 2.365348381464949856e+00 4.712976901131804564e-01 2.383542158315353987e+00 5.602301367549132882e-01 4.269030678542891644e-01 2.755884911552707539e+00 1.355225584398765060e+00 2.179140531305749640e-02 2.804493219896504019e+00
1.696206188066058385e+00 1.545543172424893807e+00 1.199308079682453565e+00 3.048773927436917663e+00 3.046063220647582614e+00 1.864674934205632795e+00 6.047560418917624636e-01 8.996347837752147747e-01 2.738839164568078299e+00 1.627948078952071498e+00
