1.816497494172793159e+00 1.734680844592243754e-01 1.043476709493073029e+00
3.832138789101802168e-01 1.147940758829495200e+00 2.225380109350523661e+00
1.264700633543713523e-02 1.967579428633674077e+00 6.305883392281569182e-03
6.526142173475947272e-01 1.373661362086498583e+00 1.970344856118803056e-01
1.849534970188283944e+00 1.482821216754703041e-02 3.082014447187828132e+00
1.886654099003696669e-02 8.203448403173431158e-01 8.302820922349594124e-01
1.088510826410956783e-01 2.258208533302994425e+00 1.091037009886807851e+00
4.439531273146518631e-01 1.069202373224660829e-01 2.657207883710641094e-02
1.979025538573547238e-01 1.922196243187895170e+00 1.319264774043148902e+00
4.846540391563610162e-01 1.206439589857332406e-01 1.059107270474228188e-02
2.537736937056616834e-02 1.292379192505934915e+00 1.312936513684588746e+00
1.545137585968563210e+00 1.323101847325923508e+00 5.681392242838817497e-01
1.672817258486716252e+00 2.058618211888443503e-02 1.350361728596471966e+00
4.686549855290014777e-01 2.043562670485419286e+00 1.196706052454153735e+00
4.004716684207327848e-01 1.823689902709142663e+00 2.801071865245993373e-02
1.829136586098226852e-02 2.217670986493419302e-02 1.260547966122367580e-01
2.453663448686038140e-01 2.081325536430079712e-02 5.630224911412188282e-01
2.260818464569456232e+00 1.657283339199173477e+00 5.879052803404460903e-01
9.922810007796463161e-01 7.717143512150664852e-01 1.613641116235803086e+00
2.623619847269340055e-01 2.990557462359893712e-02 2.126691530160936150e+00
1.839228405319439097e-01 9.265649815446987958e-01 7.321487893810061376e-01
1.466960519400304086e-01 1.599216974893109822e-01 2.259346463870985477e+00
1.035793556113386416e+00 3.754358065578574516e-02 2.439551239377901748e-02
9.914872377509283963e-01 1.400599079860300432e-02 6.255499463425745477e-01
4.304313409740982421e-01 1.996119077521303631e-01 3.161721139015644805e-02
1.966028017390824070e-02 1.603491648703530448e+00 7.697202132114431272e-01
1.002633458235412389e+00 2.555437666463937149e-02 5.386627198389263294e-01
1.218021666860253260e+00 9.575209473177537234e-02 1.209282158821379898e-02
1.312334143721479718e+00 4.283815264975940340e-01 1.408539365174012570e+00
1.937864931456100726e+00 7.686171785142491492e-04 4.332602969369700463e-01
1.050737859545676889e+00 2.239867798053690517e+00 2.310665235521430549e+00
9.688976515915700971e-02 9.270826987080461601e-01 3.980492113964966272e-01
1.306685998264406822e-03 1.858793155109904338e-01 2.211966489424402216e+00
2.699116351119269508e-01 1.831259038214062329e+00 6.352114079913855071e-02
2.251984163773024239e+00 1.150451831501460020e+00 1.620848686259064086e+00
1.221586043925497293e-02 2.000818890581632786e-02 1.170058371754270299e+00
2.001507952309846683e+00 2.393517943824003513e+00 2.104961165855729011e+00
4.559389200293361144e-01 2.040243232997760725e-01 1.047522885127589287e+00
1.905189751726333425e+00 3.945171802415160106e-02 1.070021106675380675e-02
1.483428037685114331e+00 2.050399352815477361e+00 3.946872960926888219e-01
1.555066448312395488e+00 8.184776779872725561e-01 4.667001376612163743e-01
1.996673629996858823e+00 6.414092170127370929e-02 2.293872731972620982e-02
2.785310016608864903e+00 1.525757706233189293e+00 1.640463074683083278e+00
7.277120986594309837e-01 7.267070500101190100e-02 9.620407463368608747e-01
1.420379616958784563e+00 1.386525686540433622e+00 1.116925665755845870e-01
4.378224177369912651e-01 1.703440919718831811e-02 3.775003226717084659e-01
1.375386379609720544e+00 3.051966036184180359e-02 3.310669005877874826e-01
7.437086877353150660e-01 6.202143159124040572e-01 1.879378364585646555e+00
2.309946635481096439e-02 1.797681840942131792e+00 7.606852113658497949e-02
1.111325307496301013e-01 1.526588382438244018e+00 4.414459410866287681e-01
8.688241665748337450e-01 1.570223341198918821e+00 7.007465937317605698e-02
7.990135068716907041e-01 5.316858636281297512e-01 1.325856012809923518e-02
2.444851142055750465e-02 3.617872482396089495e-02 1.025452688253092187e-01
1.286669476520817756e+00 7.453685830209447888e-03 1.983084218592623578e-03
1.708767562671611673e+00 1.730079238871276570e-01 1.761398712540762357e-01
6.599695578577319255e-01 1.073722661930451627e+00 7.681053133503962238e-02
9.414726808320253992e-01 5.901022784472555183e-03 1.065535476812836668e+00
1.147756193107321687e+00 2.063027256619585914e-02 9.110228110104682253e-01
4.990944768450128466e-01 5.821029601822887978e-01 1.523036250683250381e-01
6.207944214986418352e-01 2.083478683303320311e-01 1.256883771893371859e+00
2.871784754936397219e-02 9.152212839495631191e-02 3.466150225145285813e-01
1.796379404267769986e-02 4.282042534494027164e-01 1.594965386510596023e-02
8.876904078930913933e-01 1.039771146383519085e+00 3.759226234502374697e-02
4.655171678767074384e-01 4.642922066056210939e-01 4.552842869637559187e-02
9.284581717487933733e-03 2.404051965848356121e-01 1.490975294015805641e+00
2.684233140380070659e-01 8.711584919319762532e-01 8.542957434863754709e-03
