1.007044289275431215e+00 3.033791374239869221e+00 1.186810675588596820e-02 2.600734597502461387e+00 3.413163748300161782e+00
4.477424500654399786e+00 6.148002167730044071e-02 3.379227992444330475e+00 2.149267210965947195e-01 2.256583847862495773e+00
9.336667156791201433e-03 -0.000000000000000000e+00 2.432347297922604845e+00 1.934728205822679792e+00 4.079015524011057714e+00
2.015166047099163915e+00 2.468290152073659094e+00 1.340542474269260875e+00 4.339200541162090197e+00 3.034266111627420895e-02
2.564037515814497681e+00 6.109920323221659233e-01 1.968673359829453406e-01 4.995841146655511267e+00 2.606857017301028367e+00
1.920855163933611109e+00 3.836478707893108631e+00 7.982704453432439007e-02 1.421146708020319060e+00 1.984109113818675940e+00
1.581903187751913187e+00 4.748445596525142420e+00 3.712259416779938315e-01 1.653899308463826712e+00 4.514202740618473708e-01
3.319884823311497479e-01 8.555571705385754677e-03 4.306062310452340114e+00 2.008212614502415949e+00 2.756498598465719763e+00
9.448801951986865455e-02 2.486834774447548746e+00 2.827662009218155248e+00 2.150782924183485711e+00 1.693914220499814327e+00
3.235235313037035709e+00 1.246003741063425423e-02 8.000519199995760611e-02 3.885125808802003533e+00 2.568429989397944979e+00
3.206695110174035968e+00 3.153107378056855925e+00 1.327818016598481643e+00 6.797823523557461334e-01 7.980007481800631686e-01
2.668560413149096977e+00 4.812009489789577543e+00 3.464173871917763492e+00 2.430443069834358968e-02 1.159072538704129102e-02
1.283395979895245009e+00 3.591144305267828685e+00 3.637330791846706379e+00 9.533649290397967491e-01 2.702760885704615784e-03
3.102108890438685762e+00 2.419372605869961390e+00 1.553699471980242164e+00 3.679435522867677104e-03 4.099019266326453526e+00
1.986465385371916526e+00 1.173588672712436942e+00 1.760114929603560224e-02 4.029862644130160376e+00 2.344554391956234163e+00
2.039675411236413272e+00 2.176686358707622948e-01 3.136134457842130741e-01 4.587065788567155522e+00 2.139897250979723609e+00
4.085594315656986275e+00 3.148832170005956943e+00 2.956639504384718786e-01 2.701817330128926997e+00 5.806928456054495646e-02
6.978683492166611047e-02 3.562170307931157076e+00 1.632014959937340415e-02 2.544306278728189152e+00 2.198974639049782631e+00
3.290054332110456059e+00 4.042710718076441445e+00 2.916666788281522052e-02 1.195061227285158623e+00 1.558537062104727644e+00
2.005942822955133001e-02 3.439555081159385352e+00 9.470337458524622498e-01 1.694564175586675159e+00 3.546813526147464923e+00
3.313053741982181055e+00 2.350157841434103112e+00 3.629066982142237663e+00 1.244678442883493830e+00 3.184063813588691727e-01
1.778800152127648859e+00 1.457661752489760112e-02 1.796538277441945830e+00 1.636632741715405848e+00 3.708305222736264728e+00
1.221596584818029685e+00 3.638294083693358605e+00 1.437225885492823263e+00 1.514548807316257184e+00 1.283053940720359776e-01
3.655765892691704710e+00 1.554505002730591778e+00 1.139806183874015298e-02 2.717328301857715900e+00 3.096532763706777658e+00
4.676554452997517153e+00 1.242540101486728776e+00 3.128672341475074337e+00 1.137756698641834818e+00 6.689245039010180971e-01
7.300814266706395772e-01 2.659419715770048320e+00 6.906396080819466876e-01 2.145154878531367437e+00 4.297505169480897891e+00
7.335736550186390190e-03 2.129389828560915646e-02 4.187414815397283441e+00 1.985776711961451779e+00 2.628158157945495788e+00
1.981919400511790788e-02 3.960680845394056959e+00 1.154680431180141742e+00 1.285501091413489894e+00 1.656438923074645908e+00
1.310046256023233990e+00 1.406749337499977326e+00 1.218572591444288200e+00 3.535697095616549213e+00 3.071819536029307240e+00
4.451352294605764315e-01 2.011015535220117834e-01 1.854664468991530812e+00 4.496605162267485412e+00 1.579909864772893302e+00
2.037715526763140161e+00 5.451805880224999790e+00 1.052397448263340918e+00 7.307690462168890955e-01 1.236918176642520933e-01
3.040699818548938005e+00 2.505074616422879430e+00 3.390770068120533068e-03 2.803172985109833704e+00 1.201490413848655736e+00
1.907229625807429496e+00 2.182174771550706993e-01 1.605606346160574516e+00 4.458618452924618225e+00 1.300953426522947431e+00
1.522904246332618783e+00 3.706958336744163862e+00 4.002075138360500772e-01 2.736603981401584118e+00 1.112822584648855306e+00
1.539041815668723001e-01 1.279552835030654867e+00 3.063783750047574195e+00 1.545991202835370171e+00 3.959303766856165474e+00
3.241662360026545731e+00 9.056216405289536919e-03 2.880578391730087340e+00 2.489082583937564319e+00 1.642697002330258504e+00
1.775400315785174543e+00 5.952691760150821687e-02 3.289239742161575553e+00 1.967125364177296332e+00 2.794268466582517263e+00
7.086001298801023474e-01 2.181867378187101636e+00 6.000480718035060106e-03 1.713952468573419985e+00 3.288162854554123715e+00
4.863681347357882712e-01 3.250757104057395708e+00 3.344368452742736419e-01 2.432963608293215341e+00 2.497768913421092307e+00
3.466072376826043744e+00 1.356669933000881789e+00 2.690571875803237159e-02 3.688421878122662534e+00 2.993302830332479125e+00
4.768032782141480297e+00 5.213659241864894434e-02 8.602546223941776038e-01 3.494827321722707492e+00 8.115873309869316848e-03
3.238676945562872778e+00 3.654732886689593840e+00 3.778961851523421789e+00 1.003753830559449112e+00 7.618435161458167806e-03
2.612849315908117642e+00 3.347608886615811574e+00 1.912244155207588614e+00 1.139865602778983966e+00 2.716956402274256846e-03
5.146127585139972815e+00 8.016490773258631020e-01 4.034904658139386591e+00 1.875886299903634438e-02 1.991809185314033837e+00
5.164330006235221537e-01 1.633981263517981342e+00 3.721510725358838645e+00 7.009163306867731702e-01 3.772093054603540718e+00
7.149432089511583710e-01 3.457388228956797871e+00 1.260567716828025597e+00 3.012408381911260591e+00 1.199493838960316250e+00
2.047724627964051317e-02 2.912694340365678869e+00 4.421105370268749724e+00 3.838484361105466425e-01 3.768103054221644932e+00
5.296338090569956414e-01 1.333090037325297857e-02 3.338750725158350363e+00 3.068380616375642855e+00 3.010436320036408819e+00
5.166022455761702936e-01 1.201370362876041042e+00 1.361409663597510811e+00 2.677723074017698490e+00 3.753385843005151212e+00
1.211409745698953433e+00 4.675316361008248656e+00 1.336601381091995000e+00 1.569196714922150848e+00 1.791191885935963679e+00
1.848632896874459822e-02 3.943678864395253836e+00 2.021454120394206466e+00 2.578465824977625775e+00 1.248710010593198812e-02
2.385991355757246211e-03 3.078139466623096343e+00 1.588618858101959574e+00 1.085915556362739620e+00 2.515599840677607890e+00
2.293666637635731309e+00 2.508097417123598571e+00 2.182461656533817074e+00 2.792065607058034526e+00 1.621184745805650043e-02
8.572715983620624036e-03 4.879390144211098956e+00 8.574738950562256212e-01 1.776660833100856207e+00 -0.000000000000000000e+00
4.778366158726128354e+00 2.304702496090879738e+00 4.203879684000161321e-01 2.516016193220431130e-01 3.535961165223302061e+00
4.094665458617885001e+00 2.112233160846361368e+00 2.600514923927411612e-02 2.837864769491014183e-01 4.607959214238022128e+00
5.498508728731568151e-01 4.457005619454193379e+00 6.243040005607282117e-01 2.532724158296283168e+00 4.826896853107219831e-01
5.566406413018274435e+00 4.683668820939850819e-01 4.592746120945149890e+00 2.397004098039464542e-02 1.760006886882931748e-02
3.566213973198128356e-02 2.551520365148141067e+00 3.805885367571633093e+00 6.607095704672925063e-01 2.996382038315277718e+00
