-0.000000000000000000e+00 2.057224020285316202e-01 4.939727372937068317e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 7.083720265286280737e-01 -0.000000000000000000e+00 4.840403682199571206e-02 -0.000000000000000000e+00 4.577503133425832593e-01
-0.000000000000000000e+00 1.130525911060554223e-01 5.006915473459397914e-01 -0.000000000000000000e+00 7.192431724269984228e-01 4.670470423440421515e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 3.291512137855359676e-02
2.018207357323713314e-02 2.629902990694566456e-01 2.079289570417133803e-01 0.000000000000000000e+00 3.774369203749949886e-01 6.052019151275264131e-01 5.108340181387261980e-01 1.216979575815676923e-01 4.297968343831266164e-02 3.175803964876651175e-01
1.363536614878709495e-02 0.000000000000000000e+00 1.823302975700648310e-01 3.330346303334618674e-01 5.328608323142600689e-01 0.000000000000000000e+00 6.099326763559876907e-01 4.467410007154662410e-01 0.000000000000000000e+00 1.102798054833517387e-02
1.602754944062683568e-02 1.304835749948986545e-01 1.065536112514620520e-01 -0.000000000000000000e+00 5.151334458892941059e-01 1.176825179207864608e-04 3.332862410896405764e-06 3.101002669696929503e-01 5.779059516785431949e-01 5.252271287267368249e-01
-0.000000000000000000e+00 3.284718216916105576e-03 8.038292403875477721e-01 1.219893296016362205e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 3.974149885284594674e-01 -0.000000000000000000e+00 4.254734930409663773e-01
0.000000000000000000e+00 5.810514999599589725e-01 4.454217179933655513e-01 0.000000000000000000e+00 2.891274872318071176e-03 1.646002553871746266e-01 2.823528027158905274e-01 1.303679439587433209e-01 3.032579895737785858e-01 4.981894516510073645e-01
0.000000000000000000e+00 4.340948527339489882e-01 0.000000000000000000e+00 4.785790746216989633e-01 0.000000000000000000e+00 6.454689057449273237e-01 1.357203290963869937e-03 0.000000000000000000e+00 1.900666783840207485e-01 3.602310864540536062e-01
2.210403342340496735e-01 3.226093075716515712e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.270854961229270885e-02 2.876589745005066190e-05 8.433789105924865970e-01 3.590761945203604366e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.353408502140974190e-01 5.538022211413939910e-01 1.434204514092388139e-01 8.881181586425517666e-03 5.377186564539434555e-01 6.038200564380964419e-01 2.444665207748994082e-02 0.000000000000000000e+00 2.127182329014785911e-07
5.545901538790118934e-01 1.037218868043595227e-01 9.266986122776094126e-02 2.278256126176490814e-01 4.485518672200615731e-01 6.361450881612787933e-01 0.000000000000000000e+00 3.046282605147155806e-02 0.000000000000000000e+00 1.198832095176427109e-01
5.104806895370479491e-01 1.204895551167746159e-01 9.974057153143903176e-02 1.178418392772366680e-01 2.759102369814842581e-01 5.409151451747644668e-01 0.000000000000000000e+00 2.341259948947109759e-01 0.000000000000000000e+00 5.268075714981971247e-01
