label_index	winner_index	loser_index	evaluator_index
12851	21	16	36
40870	47	62	55
35896	61	51	57
22678	64	61	57
10079	16	44	126
22554	53	61	21
12118	54	18	33
26660	33	54	106
6030	64	6	170
41541	50	4	24
9076	42	3	167
174	42	52	154
34065	59	35	104
22481	50	61	94
19024	31	42	28
42899	62	29	177
33638	43	46	9
2320	33	14	28
32270	61	20	23
26502	57	54	22
9629	19	53	130
9223	61	3	81
300	48	52	68
40947	55	62	52
9135	38	3	78
33144	12	46	23
39192	34	21	5
6698	25	1	35
28477	42	12	114
21924	48	22	73
11056	10	7	81
7521	35	32	73
22629	12	61	78
27717	51	31	117
7525	35	32	94
27565	61	31	163
29924	51	2	123
40176	51	15	22
5595	62	41	40
35605	34	47	106
31085	5	58	80
12353	14	18	99
41438	56	28	148
3659	46	11	27
38770	0	21	67
17140	60	33	106
23785	61	9	87
14067	26	56	85
41773	6	4	104
36156	23	49	109
6756	28	1	37
26457	42	54	23
5919	57	6	89
18294	64	60	78
19548	42	5	142
33283	1	46	35
33325	49	46	78
30877	2	58	24
39562	30	65	74
29580	62	45	132
8765	13	26	153
33576	37	46	36
26409	18	54	159
17273	62	33	99
31016	41	58	132
28441	6	12	22
20027	9	5	78
25284	36	27	173
14830	37	56	46
9477	2	3	74
30368	54	58	110
26367	63	54	22
18046	16	60	132
26957	35	24	86
23825	55	9	106
18291	64	60	74
41885	57	4	169
4670	30	40	81
7643	57	32	48
1982	52	14	72
20828	2	36	159
26608	64	54	94
18256	8	60	132
192	54	52	81
14913	59	56	89
21400	50	22	135
4505	28	40	130
26108	2	27	159
3813	55	11	169
3152	56	59	102
11481	39	7	177
27040	47	24	112
16802	29	33	22
42450	50	29	159
5104	53	41	119
21708	42	22	153
19869	55	5	28
28766	49	12	131
13624	28	25	68
40571	33	64	28
25808	8	27	33
15869	55	13	176
13345	29	25	47
30461	47	58	130
31711	51	30	119
3506	53	11	114
320	65	52	5
5355	14	41	102
16872	63	33	156
6577	53	1	33
13445	24	25	28
27048	47	24	109
35728	19	51	35
6701	25	1	87
19572	15	5	78
531	44	52	114
8348	6	26	55
7539	42	32	167
24707	37	55	99
8383	42	26	107
29488	33	45	36
25295	36	27	119
17505	42	50	55
2303	30	14	146
5871	54	6	161
18646	16	42	72
