5.912787690935282781e-01 3.277732451152978038e-02 6.628928751176624834e-01
3.630686102620613309e-01 9.466693770813003894e-01 7.309282277512247905e-01
1.129048895918840056e+00 4.850947214605079161e-01 7.677793019360370508e-01
2.022660061374001797e-02 8.960690476510740909e-01 1.100315476062414977e+00
5.085268775260496366e-01 1.299786248868677330e+00 1.427170773290747485e+00
3.040527989122133179e-01 1.148682538478834753e-01 4.005539004682364679e-01
1.277713501697875786e+00 8.396759747585925693e-01 9.255115648352234548e-01
3.444177963951882138e-01 1.553538566398322274e-01 9.630314511431753433e-01
7.452951073772454693e-01 4.235332068308135245e-01 6.430609571760305121e-01
5.471637518152161483e-01 4.034437821664789703e-01 1.903155577991732850e+00
4.726913004164411958e-01 7.599322007671885926e-01 4.265456350264902330e-01
1.574931650694409768e+00 1.732005903536970592e+00 -0.000000000000000000e+00
1.686370919344073668e-02 1.088900386955805599e+00 2.745904675892982816e-01
2.250257945384495362e-01 1.187722043638421487e+00 9.619542188828452689e-01
1.609329882637523079e+00 2.468035848420198353e-01 1.040648891105459689e-01
2.508587993137926728e-02 1.266011731932790152e+00 6.908882768676986030e-01
5.883557560832565203e-01 1.687453861104675878e+00 2.275305969523264693e-01
2.352556324304609925e-01 5.180632098503590299e-01 3.984758265327075777e-01
5.908080500076120511e-01 1.425158562208900470e+00 4.800995445827219710e-01
8.404880636378275760e-01 8.652960136035182589e-03 4.810025442814934160e-01
6.209716642014627697e-01 6.375443650243642901e-01 5.174574528793446371e-01
1.197167949506771301e+00 1.051730047527259515e+00 6.189740023509523459e-01
1.699272424465050335e+00 1.117890258899117084e+00 8.247470294590768525e-01
1.247261162458640715e+00 1.394113119164948955e+00 1.211252345314172807e+00
3.343425060928970766e-02 5.234943389531370173e-01 1.099786851517286834e+00
7.701520749102519492e-01 5.344948788377840154e-02 1.546868009064324423e-01
1.086386895177154921e+00 6.505998150357599208e-01 3.196619272633242849e-04
8.667041626431516432e-01 1.468853369936148567e+00 1.573544806611358648e+00
8.305336415912657477e-01 2.036892062512484641e-02 1.404167654138260612e+00
1.598090018719333205e+00 2.512930169013398718e-01 3.226482148816356421e-01
8.000971645299586044e-01 2.533543059274856901e+00 6.240701570649827279e-03
9.338468764066379935e-01 9.559992727693906733e-01 3.919795258727197806e-01
1.638095073500132060e+00 2.725387852796380406e-01 6.521980498098987056e-01
7.337364155971074497e-01 1.616607655183911252e+00 1.845012308403013668e+00
4.260894115041452546e-01 1.426168672075621036e+00 1.377104184262993192e+00
1.725459252834056212e+00 1.185842615624907781e+00 1.833964245387686764e+00
1.298304326894048899e-01 7.878482414434865300e-01 1.074556031904385200e+00
1.676663424320546492e+00 7.143076564617177882e-01 9.234119494867479849e-01
2.788761298637619235e-01 8.493574433255534073e-01 6.857911593592932453e-01
1.833625135161202735e+00 1.801279842099338668e-01 4.032955283992280537e-01
1.368356878364397566e+00 1.012392678098258600e-02 1.835734940690013361e-01
9.160890732684208171e-01 5.500985488343367313e-01 4.986670456621238867e-01
6.715858908492574608e-01 4.115674185836725174e-01 7.248085374149574323e-01
1.762635474488450038e+00 3.823869999666751340e-01 7.642528096105839497e-01
2.355695296818409168e-01 9.356322994208990940e-01 9.354419357157180981e-01
1.467453104480813571e-02 1.051396262995128339e+00 2.988096258043716480e-01
6.402682087636901720e-01 1.344469588239692037e-01 8.793167702677795461e-01
4.706755915857919192e-01 1.112995504120277923e+00 1.497625209279181080e+00
1.003098028448153212e+00 9.659366212417228592e-01 5.241931116680961233e-01
1.095247280131424361e+00 1.721145977243639047e+00 1.304139750781360796e+00
1.493209956028327623e+00 4.868904460371271670e-01 9.168018635207724198e-01
6.196543407007693016e-01 9.362648530890924636e-01 1.485508625934973459e+00
3.235468581656105180e-01 3.197241562865670850e-01 1.599207090671957099e+00
9.484343933694474593e-01 1.024051110227382599e+00 6.961215726964326000e-01
6.854603777641496976e-01 8.478823234193167968e-01 4.724943451445194897e-01
1.346456535900309115e+00 8.492937694732608511e-01 6.237346878574302478e-01
7.977325968001857115e-01 3.715064073338763539e-01 5.140656908778989953e-01
4.478829179064627297e-01 1.299771059875938439e+00 8.676338041860320871e-01
3.887944206486436405e-02 5.732057517165000116e-01 6.709058961388694176e-01
1.509240196797164035e+00 1.076947783896660127e-01 9.199322970314439685e-01
8.357573151809143397e-01 3.854794624066109066e-01 9.968108712363753510e-01
2.914821737830325943e-01 7.592614036242399944e-01 1.297099936985898649e+00
4.557713788074466699e-01 6.184241468659918972e-01 3.540549736320761642e-01
1.010776120624054863e+00 8.242925956642436214e-01 3.029464576193285352e-01
1.757771251005998625e+00 6.680688531030591903e-01 1.059003418534698815e+00
1.984449578404447190e-02 7.981239616995918773e-01 7.080832759737766269e-01
