label_index	winner_index	loser_index	evaluator_index
7791	20	34	141
4378	40	8	81
9774	28	79	175
42616	51	68	8
5276	71	29	110
22630	41	19	68
14388	73	71	160
52154	55	27	138
29583	39	62	169
63042	55	23	85
32233	36	46	50
43665	31	72	48
35252	16	67	118
6188	71	56	8
51691	24	27	158
14791	8	21	101
56943	20	52	163
21697	4	0	106
17516	34	69	16
36371	45	37	169
49199	40	17	64
15472	77	21	139
31034	38	65	128
51852	18	27	111
57565	61	35	1
17292	79	69	67
42259	18	68	158
11888	40	76	145
52491	58	38	8
52801	69	38	83
31261	20	44	25
9063	34	47	169
4206	50	8	43
10707	55	6	158
57392	9	52	47
18486	71	18	105
15554	5	25	3
32894	69	4	40
30097	33	62	111
1275	17	15	138
29158	42	55	47
57559	61	35	128
35203	36	67	106
57827	18	35	22
10761	34	6	150
49627	68	17	70
40203	67	33	101
35108	44	67	158
5751	32	29	102
16820	78	49	105
48143	40	77	126
1040	41	15	25
17334	75	69	55
40573	14	16	55
30052	60	62	85
20503	68	50	14
59621	4	41	88
62989	28	23	88
43385	34	45	64
21931	66	0	42
61439	74	30	141
40023	41	33	14
14240	75	71	20
6655	32	56	160
25901	50	60	121
11910	24	76	24
53752	78	31	59
54704	39	5	100
28179	34	42	116
21528	38	73	53
21395	26	73	115
44684	1	53	171
9497	13	79	50
22996	68	19	140
10579	12	6	103
3596	7	10	61
46906	30	22	61
3428	52	10	98
26558	27	60	136
9135	38	47	22
23053	76	19	43
53767	32	31	106
582	32	36	50
9406	1	79	110
54927	24	5	47
27872	75	42	159
37105	26	54	85
37220	72	54	58
59469	51	11	88
54394	60	48	139
27530	4	42	67
37906	76	9	53
3526	71	10	52
10895	23	26	161
18370	61	18	68
47554	11	61	105
31790	37	44	55
32949	12	4	162
22320	54	0	166
47125	21	22	160
944	25	15	85
44929	49	53	141
16936	9	49	98
28398	65	20	158
29744	20	62	170
1570	2	15	170
20142	7	50	163
7704	61	34	42
10561	17	6	105
32855	18	4	25
38852	64	51	166
62963	30	23	115
32791	43	4	47
11063	25	26	14
57851	49	35	118
12142	60	76	158
36686	31	54	68
31182	65	44	25
54430	16	48	99
47264	5	61	88
37452	20	9	58
4336	20	8	98
18388	4	18	61
36971	11	54	99
36495	64	37	116
46793	67	22	17
44291	51	72	60
32269	53	46	55
12705	3	75	20
5830	27	29	166
45739	43	70	10
24129	20	64	83
52742	62	38	115
35649	4	37	78
13783	47	32	85
5390	22	29	170
33144	77	4	3
8425	59	47	20
34911	31	67	156
38056	39	51	131
10970	65	26	85
43351	55	45	30
55693	19	43	160
46194	23	22	111
29788	70	62	40
42329	69	68	150
6052	65	56	84
26995	79	78	25
31740	51	44	160
57367	34	52	106
49427	49	17	101
48838	38	77	90
21698	4	0	175
18882	48	18	127
37781	46	9	68
8634	70	47	163
16505	24	49	66
58392	19	39	20
2463	21	2	108
39111	57	12	105
4368	71	8	128
