label_index	winner_index	loser_index	evaluator_index
948	21	19	22
2085	32	17	59
7790	30	21	17
7636	31	16	56
8182	28	34	17
1988	35	17	26
13225	12	7	17
13807	29	26	3
3172	17	13	17
9481	29	27	28
6906	29	1	11
1434	37	6	38
903	10	19	44
6035	0	15	54
11857	29	25	44
8737	17	14	17
8319	8	34	17
2032	8	17	3
10312	6	28	56
8192	28	34	8
4348	0	4	44
13694	31	37	56
2103	26	17	34
10134	18	28	17
10848	10	22	28
9814	34	9	17
8911	22	14	23
235	8	0	44
4204	26	4	59
3719	32	10	11
296	3	0	39
3063	9	13	56
4740	10	33	32
6118	30	20	44
10328	11	24	17
4542	37	33	11
10763	13	22	56
8655	23	14	56
8925	2	14	34
9096	35	5	8
2896	14	32	18
13018	37	29	36
16	30	0	34
3733	26	10	11
1008	7	19	54
5775	18	15	34
1891	19	6	5
8320	8	34	17
12568	26	18	11
7704	22	16	58
3136	37	13	10
11680	21	12	11
3874	25	10	61
11160	27	31	44
7074	26	1	5
3380	21	13	35
4607	8	33	5
5831	34	15	8
8904	22	14	18
7002	24	1	25
3909	30	4	44
3704	3	10	23
8928	15	14	56
3740	26	10	5
2956	20	32	3
9149	8	5	44
3354	22	13	26
1536	34	6	3
5015	6	35	56
269	34	0	2
13033	17	29	23
7180	22	1	61
13370	13	7	17
5464	15	2	54
8302	18	34	34
3591	37	10	18
11282	19	31	55
12499	37	18	23
13721	21	37	56
6614	3	23	5
1995	37	17	56
6813	9	1	35
986	20	19	33
12285	26	11	17
12154	23	11	35
10713	37	22	11
12807	32	8	17
8297	18	34	59
5026	30	2	59
6872	35	1	52
9601	20	27	44
1758	2	6	34
6853	23	1	8
6043	4	15	3
10679	23	22	44
12422	30	18	3
2919	33	32	24
10256	22	28	29
13792	23	26	5
6241	29	20	28
5251	8	2	23
6071	25	15	44
7442	35	16	23
3551	16	10	8
7057	26	1	61
828	26	19	17
5244	17	2	10
6549	29	23	17
8909	22	14	44
2915	10	32	28
8116	20	21	54
3992	9	4	50
1799	1	6	54
66	5	0	38
8040	14	21	56
6770	28	1	5
2390	18	36	34
4302	22	4	44
6648	27	23	5
3462	30	10	61
6994	34	1	28
13655	8	37	55
5484	1	2	57
9359	20	5	3
11666	15	12	10
7882	35	21	37
6523	35	23	44
5960	36	15	5
8760	13	14	61
5633	28	15	43
3322	10	13	61
1806	0	6	18
6731	30	1	47
6603	24	23	5
9491	18	27	34
13261	23	7	23
3179	17	13	34
1927	28	17	28
1390	23	6	18
9484	29	27	20
8967	20	14	14
10474	3	24	61
11228	21	31	17
13254	16	7	55
10150	17	28	50
4426	30	33	11
8991	7	14	61
9473	29	27	18
9026	30	5	5
1385	16	6	7
12769	18	8	17
2487	26	36	23
11567	26	12	59
4520	35	33	14
1276	30	6	56
3341	33	13	28
6910	29	1	8
11309	11	12	3
12220	18	11	36
1651	31	6	59
11735	19	12	37
299	3	0	37
11459	17	12	44
2049	34	17	34
7778	19	16	3
9523	3	27	3
3105	35	13	3
10023	6	9	25
13940	37	30	11
11442	18	12	61
8552	19	34	5
5711	35	15	61
11899	8	25	43
12663	19	18	3
1616	26	6	46
493	4	0	23
7622	27	16	54
5487	1	2	54
13863	21	26	46
11734	19	12	56
13319	29	7	11
5702	23	15	44
940	15	19	34
1426	37	6	18
9512	13	27	44
3696	24	10	33
11490	13	12	23
6881	37	1	17
1058	12	3	5
2171	22	17	5
4569	18	33	3
5382	31	2	21
1727	22	6	18
12550	3	18	3
3248	32	13	23
6399	22	20	10
11162	27	31	56
978	20	19	11
5962	10	15	61
6164	9	20	56
10099	35	28	11
12114	28	11	11
1423	35	6	10
2793	17	32	50
1857	25	6	39
1302	11	6	28
8931	15	14	28
9208	3	5	59
8527	25	34	3
12475	23	18	59
816	32	19	23
11356	9	12	11
6638	27	23	18
9277	36	5	56
10734	18	22	17
12000	36	25	15
2438	24	36	17
6478	30	23	3
5365	27	2	44
2482	26	36	61
7968	34	21	5
7868	23	21	8
7008	24	1	54
3226	24	13	34
508	20	0	11
5986	22	15	61
1867	7	6	17
421	33	0	61
1069	16	3	45
8269	37	34	11
11707	25	12	18
1722	33	6	28
2150	10	17	17
1249	25	3	16
8335	13	34	56
1153	32	3	46
8259	37	34	61
5105	9	2	23
5654	12	15	56
4895	37	35	17
4116	8	4	44
11201	33	31	5
6856	23	1	5
7692	22	16	17
12926	7	8	59
1503	8	6	25
13581	19	7	59
6987	34	1	21
1002	7	19	44
6666	33	23	5
7366	11	16	18
12298	27	11	61
5261	8	2	10
9875	26	9	59
6957	8	1	56
6159	12	20	49
1400	23	6	43
9858	32	9	17
12613	33	18	5
4315	2	4	23
8276	29	34	23
5066	28	2	31
9679	12	9	46
1886	19	6	23
12037	22	25	59
10100	35	28	34
9326	15	5	5
4602	8	33	59
1073	23	3	17
6431	4	20	18
8329	8	34	11
9684	16	9	18
7519	8	16	61
10045	11	28	5
7572	3	16	61
3335	33	13	59
155	35	0	5
13658	13	37	56
2500	27	36	61
4271	10	4	59
13742	7	37	18
6851	23	1	22
4948	26	35	61
7721	21	16	56
9984	20	9	61
4349	0	4	19
3533	9	10	23
1142	24	3	59
10209	26	28	51
10574	2	24	17
6919	18	1	14
1533	34	6	44
10264	15	28	61
239	8	0	59
4860	11	35	23
9914	14	9	44
8141	19	21	23
5876	32	15	59
7538	13	16	36
12991	23	29	10
8104	4	21	0
1677	36	6	17
8606	28	14	5
13584	6	7	0
13681	26	37	11
7787	6	16	42
12064	4	25	56
6681	21	23	18
12542	24	18	56
12248	34	11	44
358	27	0	62
10255	22	28	49
6279	13	20	55
5408	36	2	44
6305	3	20	59
10840	14	22	3
7197	2	1	17
6698	20	23	47
9724	35	9	8
5340	26	2	61
9148	8	5	44
7534	13	16	56
5545	25	2	8
5060	28	2	11
4277	10	4	54
12417	19	11	5
6050	20	15	61
9006	19	14	37
8387	26	34	3
7014	24	1	28
6467	6	20	59
8339	13	34	43
5402	14	2	41
6445	25	20	59
5428	33	2	61
7346	6	1	33
13761	11	26	3
7357	30	16	11
10437	18	24	5
9014	30	5	61
6315	32	20	1
9469	37	27	59
11326	28	12	56
10072	16	28	19
13478	14	7	3
10682	23	22	25
10106	37	28	30
8864	31	14	11
1145	24	3	8
7072	26	1	8
9565	36	27	5
2411	8	36	59
10473	34	24	34
1459	18	6	17
1754	2	6	11
5370	27	2	62
8099	0	21	61
12258	24	11	8
11545	32	12	44
2652	6	36	59
854	27	19	54
5512	4	2	54
4103	17	4	23
10336	11	24	28
13483	36	7	61
8917	22	14	11
1571	3	6	59
11736	19	12	59
4769	15	33	56
2370	29	36	59
2044	34	17	17
7086	27	1	13
9131	18	5	8
13388	34	7	44
1918	11	17	28
11531	3	12	44
13069	3	29	44
14063	2	30	56
13387	34	7	17
5844	24	15	47
6477	30	23	3
12739	35	8	10
13572	25	7	63
225	17	0	34
13465	31	7	56
5586	30	15	18
8290	18	34	17
5140	23	2	17
505	20	0	23
13725	1	37	16
2258	28	36	17
10143	17	28	44
11159	27	31	44
10112	37	28	52
10240	10	28	21
13365	8	7	58
6938	17	1	56
4880	9	35	32
3350	22	13	59
4984	33	35	5
8372	32	34	59
9128	18	5	39
399	36	0	34
3486	11	10	48
6246	18	20	44
3428	25	13	61
12026	33	25	28
7361	11	16	61
10465	34	24	61
4851	30	35	18
2573	2	36	59
1111	18	3	11
3681	34	10	43
4753	22	33	52
11289	30	12	17
4298	22	4	61
7628	27	16	8
12398	25	11	61
1501	8	6	23
6221	37	20	34
13090	26	29	44
5604	11	15	17
3203	34	13	61
10173	24	28	30
11780	28	25	10
8839	27	14	61
11276	7	31	62
6569	18	23	28
4920	8	35	21
3138	29	13	17
1409	35	6	44
9261	31	5	54
9494	17	27	44
3256	26	13	61
6969	13	1	17
10630	19	24	59
12793	34	8	6
7706	2	16	3
11242	1	31	5
13307	29	7	61
4901	37	35	5
5150	23	2	5
4462	28	33	32
9902	27	9	10
4067	29	4	17
10439	17	24	56
9602	20	27	44
1210	2	3	56
9975	1	9	28
9145	17	5	11
10704	37	22	17
11417	37	12	54
10978	16	31	40
10432	18	24	59
1371	9	6	36
6328	26	20	56
9785	17	9	11
13309	29	7	17
2344	35	36	8
13128	33	29	55
9575	22	27	55
13215	5	7	61
5287	34	2	11
8551	19	34	52
13066	24	29	9
4343	1	4	5
7211	15	1	17
3454	19	13	47
2894	31	32	5
4565	18	33	17
9704	23	9	23
4637	24	33	33
6280	13	20	34
3944	28	4	17
8128	25	21	41
562	6	0	17
12826	26	8	59
13362	8	7	59
2695	12	32	5
13898	28	30	5
3667	13	10	11
1042	28	3	37
1019	30	3	18
14043	14	30	46
5644	5	15	23
12788	13	8	8
11235	21	31	59
12372	21	11	56
11086	13	31	18
7923	18	21	44
2751	37	32	11
9562	36	27	21
10897	7	22	46
4741	22	33	61
4307	22	4	56
12529	8	18	23
2118	27	17	2
8523	25	34	18
5857	3	15	44
9413	28	27	18
1655	31	6	58
6799	12	1	23
369	31	0	38
96	9	0	3
1624	27	6	18
907	10	19	5
11807	16	25	59
3159	18	13	3
1691	10	6	17
8268	37	34	59
10989	23	31	25
10697	35	22	54
9371	25	5	40
11143	26	31	3
10231	36	28	61
12455	5	18	5
1422	35	6	26
7589	32	16	44
3460	6	13	52
5534	25	2	3
8900	33	14	21
3141	29	13	23
10220	27	28	23
7237	0	1	61
4931	3	35	18
4789	0	33	3
9890	27	9	56
2195	4	17	59
10589	21	24	5
1525	13	6	11
3515	5	10	11
11464	17	12	34
8174	11	34	59
4688	27	33	44
4280	10	4	28
10063	12	28	28
12290	26	11	52
2526	31	36	59
8437	36	34	61
2260	28	36	56
9626	30	9	44
2477	32	36	28
13674	3	37	5
434	22	0	17
8753	8	14	59
6101	19	15	56
13644	18	37	29
6190	23	20	28
3175	17	13	3
7273	20	1	44
1833	4	6	8
7494	18	16	3
1816	0	6	54
13883	11	30	23
9901	27	9	5
10709	37	22	56
3509	5	10	18
6010	2	15	28
2301	9	36	28
13653	8	37	56
1957	23	17	18
9834	24	9	12
11178	14	31	28
11687	0	12	54
623	5	19	23
11073	8	31	44
13159	20	29	17
1178	27	3	34
12494	35	18	10
2902	36	32	3
82	12	0	11
8857	31	14	61
2046	34	17	44
7209	15	1	18
13514	22	7	17
4125	13	4	61
6727	30	1	44
10615	25	24	40
8568	30	14	62
6078	25	15	11
10511	27	24	18
8309	17	34	23
1023	30	3	56
7590	32	16	44
5338	32	2	36
5394	14	2	44
6992	34	1	4
12178	37	11	17
11057	18	31	44
6918	18	1	17
397	36	0	11
12110	28	11	3
5721	35	15	54
12927	7	8	9
9690	16	9	63
145	35	0	56
3573	35	10	18
6185	23	20	27
2742	37	32	17
289	24	0	5
3769	31	10	8
4425	30	33	52
6455	7	20	42
1687	36	6	8
743	17	19	61
2637	7	36	5
10621	25	24	5
10042	11	28	23
2825	34	32	3
754	17	19	11
11581	27	12	56
1645	31	6	3
13264	23	7	59
12153	23	11	18
8451	10	34	59
10555	33	24	59
14094	7	30	9
11769	28	25	18
8484	15	34	28
9418	28	27	59
3422	20	13	38
4523	35	33	59
11167	27	31	57
11156	26	31	28
6995	34	1	5
9130	18	5	11
6521	35	23	61
6321	26	20	18
4346	0	4	61
8236	23	34	28
3962	5	4	23
4712	14	33	3
4301	22	4	44
3180	17	13	34
3622	18	10	61
4767	15	33	3
4503	23	33	25
3432	25	13	17
10181	3	28	61
5705	23	15	7
6103	19	15	54
8417	31	34	18
2503	27	36	23
3270	26	13	5
8035	31	21	8
4771	15	33	11
11193	10	31	28
4118	8	4	59
12210	18	11	17
8859	31	14	44
5345	26	2	59
10366	23	24	61
2849	3	32	44
10397	37	24	3
12246	13	11	8
170	37	0	8
3038	28	13	8
10442	17	24	5
3578	35	10	27
10533	14	24	56
13752	6	37	9
11453	18	12	59
3194	8	13	59
10361	9	24	5
6908	29	1	11
1552	24	6	44
4117	8	4	44
8336	13	34	39
13571	25	7	59
7421	23	16	61
6775	5	1	44
6063	20	15	29
10971	9	31	6
14080	4	30	56
10489	32	24	59
6461	19	20	17
1979	35	17	55
7306	7	1	44
8470	22	34	5
5814	13	15	61
1905	30	17	5
13719	21	37	56
7026	3	1	39
4893	37	35	18
13938	37	30	55
11969	27	25	44
9556	31	27	11
6514	9	23	57
2143	36	17	11
8311	17	34	56
13299	37	7	54
5248	8	2	18
10762	13	22	56
600	28	19	18
12798	3	8	61
13582	19	7	28
2140	36	17	61
6072	25	15	14
865	31	19	56
12053	21	25	59
3480	11	10	17
3845	1	10	56
11920	24	25	8
5344	26	2	56
9063	16	5	61
1701	10	6	54
9240	27	5	44
12830	26	8	11
6327	26	20	56
12759	29	8	61
6092	7	15	11
3948	28	4	23
9958	2	9	56
4124	13	4	61
7928	18	21	8
3543	9	10	10
1968	23	17	28
12563	26	18	3
12369	21	11	44
2232	30	36	61
4894	37	35	17
3449	19	13	18
5778	18	15	5
12485	35	18	3
8579	11	14	23
13500	10	7	42
12508	37	18	5
8325	8	34	23
13116	36	29	56
273	24	0	44
8054	10	21	44
924	22	19	12
5871	32	15	17
564	6	0	31
11374	23	12	61
731	18	19	35
8848	27	14	11
8471	22	34	10
10996	23	31	28
4237	31	4	48
3929	11	4	44
2753	37	32	34
7748	20	16	8
11590	31	12	18
5167	35	2	63
9569	33	27	56
2493	26	36	50
6822	16	1	61
11354	9	12	59
12836	27	8	47
8564	30	14	11
5548	25	2	5
5422	10	2	59
7942	8	21	18
55	28	0	32
1474	17	6	61
8617	12	14	44
3124	37	13	23
4977	36	35	48
4532	37	33	61
9715	35	9	23
3507	5	10	61
13562	20	7	8
13594	30	37	3
9549	26	27	34
8634	9	14	34
4803	20	33	17
10797	32	22	56
5992	22	15	53
7279	20	1	56
11947	26	25	61
4020	23	4	54
7761	25	16	28
1872	7	6	8
8724	18	14	53
3892	7	10	59
6526	35	23	59
1611	26	6	3
14078	1	30	20
2775	18	32	17
3127	37	13	15
7552	34	16	5
7255	4	1	3
7047	32	1	11
12234	8	11	30
10829	27	22	34
12175	35	11	28
2045	34	17	17
13861	21	26	3
10113	37	28	34
10908	19	22	28
9916	14	9	56
9557	31	27	34
5020	30	2	18
12469	16	18	8
10505	26	24	28
9730	37	9	61
13179	30	7	44
2010	29	17	3
2816	13	32	23
