label_index	winner_index	loser_index	evaluator_index
41448	44	65	64
9926	72	76	25
37557	29	31	155
61011	23	49	122
54040	69	39	78
14058	34	60	113
21552	16	58	145
28808	78	62	85
30186	7	68	23
12551	51	47	146
8558	47	72	155
58953	57	18	40
41953	24	15	91
28179	78	8	124
7697	10	35	94
52444	24	52	109
1681	36	66	78
45775	15	69	105
11157	46	7	60
30381	16	73	122
20137	45	53	9
37977	7	31	88
21942	24	58	110
58733	53	18	108
15477	37	38	56
19551	68	3	75
61101	69	49	23
10238	46	13	85
19546	68	3	31
6893	74	35	141
47160	53	71	122
56617	4	23	37
19744	30	3	50
58090	25	57	88
21641	18	58	170
53051	56	40	51
9320	71	76	31
17924	67	29	58
5363	63	42	31
8160	38	72	76
10396	75	13	159
57631	48	1	131
26007	40	46	169
47598	0	71	105
2585	14	6	64
20221	59	53	121
49766	65	67	124
8897	55	72	130
57927	34	57	34
26597	57	16	90
34366	10	22	75
4658	59	42	101
54092	63	39	70
5661	36	34	101
27280	67	8	31
32141	62	5	13
7361	68	35	99
337	79	54	75
13288	39	12	12
8255	60	72	58
26386	39	16	110
32471	5	17	87
27304	64	8	135
5987	40	34	95
61435	60	10	123
6273	42	34	80
42609	23	11	156
28832	63	62	21
51568	16	52	13
63153	10	20	107
61145	63	49	31
16143	66	28	149
35581	48	21	170
17447	68	77	58
43945	20	55	49
57929	34	57	93
9621	50	76	57
57826	3	1	131
44650	13	55	37
6483	48	33	155
12692	7	47	108
60947	22	49	13
12287	46	47	161
48225	44	75	91
37867	8	31	121
964	66	48	48
57688	4	1	84
11097	5	7	93
34572	32	19	163
35638	61	21	12
56558	75	23	12
18461	68	29	122
49948	67	36	88
41329	75	65	135
50147	11	36	55
15632	50	38	74
18697	65	29	53
35727	1	21	108
20890	18	70	120
57562	18	1	90
42234	45	11	1
21905	44	58	13
46057	63	69	163
3218	1	0	85
6624	23	33	163
57524	32	1	93
24748	75	64	142
23854	4	41	165
57633	48	1	23
43478	68	9	156
53420	65	40	109
35012	63	19	121
55584	24	51	78
34560	74	19	151
61120	78	49	48
46149	52	37	78
17335	61	77	91
58591	43	18	95
53792	37	39	95
44314	27	55	149
10126	74	13	51
20806	43	70	51
49904	6	67	101
55081	16	51	121
48603	18	79	135
5754	39	34	15
44480	75	55	75
40526	61	30	53
20608	0	53	113
19172	49	3	139
33466	74	22	161
58397	33	57	31
48752	77	79	53
23481	5	41	151
60372	9	44	113
34467	2	22	34
34171	24	22	125
25147	0	64	64
54832	58	50	125
56277	3	45	60
58502	63	57	80
50793	7	36	139
44071	43	55	31
22118	34	59	70
2566	73	6	169
33066	30	17	101
2617	4	6	48
9147	35	76	90
18325	37	29	169
28575	61	62	25
28149	76	8	84
39907	33	61	37
39120	30	27	149
37116	12	31	58
508	68	54	51
48862	8	79	58
17480	50	77	144
30411	26	73	158
53166	77	40	95
25900	79	46	34
43176	27	9	155
16669	30	28	19
39288	10	27	88
61482	14	10	23
39082	23	27	37
