3.018493594517784318e-01 4.886885239911094025e-01
2.982182844452606618e-01 3.047359034525161658e-01
1.289731153824140497e+00 1.233000142571818225e+00
1.633042770935683174e+00 5.951652683733186233e-01
8.928406252703947610e-01 8.999225503615324584e-01
1.395759190304739050e+00 9.394162581775656884e-01
1.753681103387101148e+00 2.703920161403646771e-01
1.974875218998955739e-01 1.831541168463413527e+00
5.666500779338612404e-01 2.129815295167662992e+00
3.515381088852759933e-02 1.962915934022317455e+00
1.138838833743300860e+00 8.538782395370378975e-01
1.379603915833396144e+00 1.116520890040026748e+00
1.288024941214604313e+00 8.946683270912857422e-01
1.391549908790793211e+00 1.153734462319372822e+00
1.418679476296123898e+00 5.496940139494452815e-01
1.191608689259613607e+00 1.256390390922107914e+00
1.356020800397567561e+00 9.289092390997366611e-01
7.021546059911069060e-01 5.843582140703464933e-01
1.475516032552671275e+00 1.214859321661739378e+00
1.108919658695263211e+00 6.476429650357952150e-01
9.706655257885627996e-01 6.436195011504718400e-01
1.941416503402014770e-01 2.286902660615230065e+00
1.153111516555250349e+00 4.297362029318828047e-01
4.990540083286115758e-01 7.883525739799002174e-01
1.192944636798575209e+00 1.668163139055673927e+00
9.396450472049474589e-01 6.681005641041124488e-01
1.871783831753934146e+00 7.342499684184212727e-01
5.843966424588976638e-01 8.777085890019190595e-01
8.469886358103499990e-01 1.377285745572816023e+00
1.299471760652493924e+00 9.843741588663575959e-01
9.760817887136316040e-01 9.332902798011777357e-01
5.141824556866271267e-01 9.435157892246601730e-01
2.435572208185952381e-01 9.982890541480823332e-01
1.367828282399170092e+00 6.339013332297950276e-01
9.563327572613211647e-01 7.372761576996788024e-01
7.897729722389554841e-01 1.573975436313215459e+00
8.751111745365934835e-01 1.930306107227292234e+00
9.060032883950652760e-01 1.026285838605042411e+00
1.435948849774628666e+00 1.969389287054502669e+00
3.242216395201805712e-01 1.020200462008494124e+00
2.004158807277410581e+00 1.186384126522812776e+00
2.316264176497537353e+00 7.657457245515657540e-01
6.596814158743755444e-03 1.383838889596619826e+00
1.940485222683849612e-02 5.365116600051001994e-01
9.275798898828341299e-01 1.160429310326626773e+00
1.026479926832773115e+00 8.453620614655675825e-01
5.537892746912268516e-01 9.095964330441326240e-01
1.390694784985806676e+00 1.118839356198323642e+00
5.569299882431852922e-01 5.707437633929850485e-01
8.338543174258841173e-01 1.617773957423236098e-01
1.638104106077395761e+00 1.503453848585125652e+00
6.354548168587120793e-01 1.187808539640839323e+00
4.954909329424919684e-01 1.444255847189383157e+00
1.649586849815948497e+00 1.766999367788929964e+00
1.143420807781822868e+00 1.191528151286093795e+00
8.239356298034966608e-01 1.281512644963735736e+00
1.453888796453857379e+00 1.699275346040299395e+00
7.390130909617703692e-01 1.106586490941423362e+00
1.900898960158132978e+00 1.154968838659910402e+00
1.357374312086537582e+00 1.019106078065350252e+00
2.870017807395701670e-01 1.296794323637940005e+00
4.309794910494106901e-01 5.741974079718845658e-01
9.862835845914742494e-01 1.486441972252311006e+00
1.080777695437687980e+00 1.058454749084947855e+00
6.299923158238627252e-01 9.430459309227168241e-01
3.832455257040691121e-01 6.938002684203831150e-01
1.382666797314462181e+00 5.562908879916041854e-02
1.262056994307230617e+00 1.230883975739426317e+00
1.491284433620672756e+00 1.324598804005910679e+00
1.268313429833950234e+00 2.994888387851698044e-02
1.223009194409220735e+00 1.039992025115829444e+00
2.177603556304941623e+00 1.622556899474226100e+00
1.237081450250356429e+00 1.425449830754784264e+00
9.483097268148857895e-01 9.659547136398574096e-01
1.046800285077726267e+00 1.936460611956199729e-01
1.772146811430844959e+00 9.233258999902598241e-01
1.712502452775071626e+00 1.054900561062475539e+00
7.630682497400318454e-01 2.187563965650247244e+00
3.336770595722320376e-01 3.345594628389039760e-02
1.191735534536997987e+00 3.064220916979481374e-02
