label_index	winner_index	loser_index	evaluator_index
55941	6	42	102
407	32	19	147
39748	4	58	44
45517	77	8	204
64453	71	21	104
40654	60	36	211
47981	54	34	114
55426	51	75	132
60466	41	53	105
47736	13	34	15
54744	64	18	132
54332	56	14	55
2339	67	11	207
44816	59	62	74
27069	7	27	15
18423	5	69	139
9649	39	49	26
20758	60	64	104
54410	48	18	23
5480	54	43	131
6180	45	66	121
11559	59	0	168
24105	63	29	200
395	30	19	131
48638	80	77	44
1883	43	52	188
19438	63	38	103
62858	69	45	168
18433	41	69	44
11247	2	0	51
37061	20	39	188
63226	17	45	38
35286	19	72	38
63218	59	45	15
28181	30	76	96
51503	0	1	84
31472	67	79	89
8984	80	49	201
6392	43	66	201
23538	42	29	139
18074	25	10	38
42972	70	13	103
41772	71	51	131
63698	33	32	55
32035	40	78	14
55959	61	42	117
2399	55	11	117
60428	6	53	44
30032	25	74	177
53231	80	3	139
63317	29	32	31
56071	52	42	51
41821	67	51	114
32102	73	78	113
6915	11	26	216
34382	20	47	15
16496	21	5	157
4371	53	31	56
24115	63	29	113
36410	53	35	145
32210	31	78	146
9116	14	49	211
10553	9	54	26
4158	10	31	89
15821	58	37	216
11883	41	9	69
45280	63	8	209
26287	29	27	42
9920	78	4	145
7917	62	56	23
61232	38	59	7
30648	31	23	146
59855	31	63	55
58616	80	25	31
50546	61	68	44
62851	69	45	131
62166	73	28	181
57171	55	17	58
57868	6	80	177
46230	55	48	117
41263	35	51	115
2784	19	12	131
56571	17	42	89
55021	39	18	44
21953	68	57	109
38891	55	73	102
61406	46	59	117
33882	57	46	160
20599	41	64	66
27447	58	76	169
12622	35	60	103
12953	45	60	2
47953	73	34	190
54402	38	18	109
45984	20	48	19
30619	45	23	74
25140	2	44	39
42187	50	13	204
19219	11	38	55
52275	77	1	117
36168	19	35	184
25037	45	44	74
38509	46	73	89
41267	48	51	104
21217	9	64	169
54309	66	14	162
52152	43	1	211
19745	66	38	169
55048	75	18	47
30756	19	23	146
32707	39	78	69
17829	54	10	211
5873	57	43	66
62781	72	45	211
44298	61	62	186
1343	21	52	103
7790	75	26	71
43758	3	40	51
62565	23	28	39
17345	74	5	211
60973	25	53	105
12048	45	9	102
11608	18	0	60
39372	34	20	165
36419	53	35	181
63432	41	32	44
32163	54	78	216
59110	60	70	200
47656	77	71	188
18987	75	69	106
20778	1	64	108
16711	61	5	50
7720	23	26	114
20309	0	64	121
31690	0	78	146
26335	48	27	194
24847	68	44	42
21930	41	57	131
42990	17	13	44
