4.524738930908381862e-01 5.960962638277693681e-01 4.832953069065677454e-01 4.927451083940544846e-02 4.515908427165225558e-01
4.562331813538168523e-01 5.894513408861659087e-01 4.783886088908974599e-01 3.509994513695994245e-01 3.038784707427437670e-01
9.328257634597016124e-02 3.378181537178611138e-01 3.189022676071893714e-01 8.311457083876386820e-01 2.909903969424363912e-01
6.024672233042916991e-01 4.148663178788694270e-03 3.351808461806314310e-01 7.210311733186125505e-01 6.916560485000074199e-02
3.636929792172934328e-01 6.455512572351511658e-01 4.334983204555485914e-01 1.514992201495108382e-01 4.900185543491936135e-01
3.159147116613086892e-01 2.966610374798787086e-01 5.405714863672295145e-01 2.749500451206197682e-01 6.666146297616094563e-01
4.124016932900189114e-01 7.532599171077376810e-02 6.543640126163888793e-01 3.309282496981588717e-01 5.352990480923771610e-01
7.219717294656257112e-01 4.874794883808283297e-01 6.498220887626765530e-02 3.788774642553566774e-01 3.055319130129803273e-01
2.431004354775085918e-01 7.067842751742993146e-01 4.840614618464328389e-01 4.176417636548697687e-01 1.806046096956840930e-01
3.372225174577681006e-01 4.367288920655618689e-01 6.048680109565768293e-01 5.307049043377558561e-01 2.191708064225708075e-01
6.660525446355463064e-01 1.602075242605529581e-01 3.776991269495564296e-01 4.061971511306196603e-01 4.722867782076155541e-01
2.795266446172990915e-01 4.059317873046045522e-01 2.011555486915426183e-01 8.445920389297546516e-01 5.731467536126973183e-02
1.725775372434825428e-01 3.213007116094354076e-01 7.571495643538639353e-01 8.156654241661992488e-02 5.357744700106535918e-01
5.240112610086650191e-01 7.502181993424744677e-01 4.815756554340642863e-03 3.150700240977062916e-01 2.515800868815418756e-01
2.405627338728739961e-01 6.757388579690538633e-01 6.879225883307891198e-01 8.833943569992258604e-02 6.682232760668138649e-02
8.256229057683449335e-02 3.669489961547903190e-01 1.882646488151663577e-01 6.758342530132056547e-01 6.052572898001994384e-01
4.195377282545153519e-01 6.605200531498294225e-01 2.320508369211577160e-01 3.299782066937118619e-01 4.743080709300437348e-01
4.107869313158422631e-01 3.229698295183427992e-01 5.580541840238842921e-01 1.537695048539216569e-01 6.259992438904559142e-01
1.749573140019506645e-01 6.476155285258164973e-01 3.544916218126569762e-01 4.536066753577705501e-01 4.675048017132578115e-01
1.405193893106148392e-03 5.442225781698699638e-01 5.023802611216050540e-01 4.396787169587901278e-02 6.704481414204870315e-01
8.060934871659601875e-01 3.040390474093155326e-01 6.005201619884738967e-03 3.256265914132456807e-01 3.894930142084113700e-01
4.090787202514507004e-01 6.459597855277332545e-01 2.972884199751924320e-02 5.727882690938560506e-01 2.939733846121978522e-01
5.595863360513626539e-01 5.869174910823563573e-01 4.948772680072026087e-01 3.119780006229001534e-01 1.253825758504361482e-02
4.454745444894901429e-01 4.555030612474301188e-01 7.039238223417818574e-01 2.718917152300916462e-01 1.569571245119997238e-01
8.263338796436777711e-01 4.584210288946271028e-01 7.041961530412001874e-03 2.451865730128815757e-01 2.164634722354382146e-01
2.554417722293434445e-01 3.999971122072560337e-01 7.865210911177173969e-01 2.761549728127990488e-01 2.826213287137857577e-01
4.995440256359516829e-01 4.332518745516567571e-01 5.945219237767537246e-01 4.551425974981923583e-01 4.623286428817781346e-02
6.138091288293875403e-01 6.595146794559422210e-01 1.985726595098886993e-01 3.801839975907290170e-01 6.563358758239908053e-02
5.086931032567397759e-01 3.177777968724501134e-01 4.177181044717633296e-01 5.766346742322505659e-01 3.650378558225201853e-01
6.933318274349073995e-01 3.135922048408182894e-01 4.810628955966885223e-01 2.331173546819704234e-01 3.676760742216662048e-01
4.048932330269564561e-01 5.363450965289789929e-01 4.568317122102082406e-01 5.490593506670283785e-01 1.955352230225789190e-01
4.585318006366956856e-01 3.170647187174361892e-01 5.515207196347238217e-01 5.186688277043989270e-01 3.406260338418711231e-01
2.482000644444039839e-01 2.190190203334045627e-01 1.828150615081598485e-01 9.257442983785820756e-01 1.882564023905205271e-03
7.104986295343713731e-01 2.485036487158395480e-01 4.888001796131335452e-01 1.055269325718382334e-01 4.282243394727134334e-01
2.777092345750662439e-01 9.896265228557178661e-02 4.086766708329032105e-01 5.737261593593219189e-01 6.456823114102420158e-01
3.327978595748510293e-01 1.623693553758638330e-01 7.219177991923885207e-01 4.288786573121173840e-01 3.972147600588351590e-01
2.938293113671490708e-01 5.056025394978762577e-01 3.534641941159312739e-01 4.910745538041131342e-01 5.403140326873547838e-01
6.028777585298931152e-01 1.604571677713753086e-01 3.650634842623908249e-01 6.503635576079432878e-01 2.335547065989109217e-01
3.059853108402668664e-01 6.402628315586047503e-01 4.266704472854501717e-01 3.112883844519777621e-01 4.663564808095355674e-01
6.950853359347341706e-03 1.160231781863082789e-01 1.844052393879301033e-01 8.165865466860832145e-01 5.344823918696505194e-01
4.215491886954986223e-01 5.512909937550338757e-01 2.659561249968439567e-01 5.088683057255100062e-01 4.343902723582404035e-01
7.073878535404379830e-01 1.350036954030043590e-01 3.747336618193882196e-01 2.763220060123191546e-01 5.143901812668520979e-01
1.328044553904087488e-01 2.871143497007563328e-01 2.180839223173948183e-01 9.716324103272105939e-02 9.181105784397904923e-01
6.280209525183745312e-01 4.175937572825316746e-01 1.107614278631027099e-01 5.780364194575731140e-01 2.912231806621286556e-01
2.732429806908668324e-01 1.289604789455751910e-01 7.129384290515894396e-01 1.459239745034919267e-01 6.157373290777932162e-01
3.984381115354184155e-01 3.750874655975706129e-01 5.122709384173920188e-01 5.353265630546819587e-01 3.893076174039074022e-01
5.336046479938787446e-01 3.108555675650692129e-01 1.771684317523041230e-01 7.509132412754283559e-01 1.528906361448832130e-01
