label_index	winner_index	loser_index	evaluator_index
24027	33	36	166
1057	25	61	119
39634	20	19	107
30253	56	15	251
23828	79	36	79
54308	10	16	29
10547	59	54	130
2635	31	66	223
62093	77	14	247
55758	6	49	166
32942	53	73	10
53603	79	29	107
33059	12	73	169
10574	28	54	216
57391	29	24	162
56445	24	49	192
51221	16	75	86
37296	39	8	123
25436	1	41	184
45695	57	69	115
10473	6	54	107
42081	19	1	247
13085	7	28	182
36052	39	65	10
4200	52	59	147
48467	79	78	184
435	27	57	98
19968	76	43	180
46536	6	70	33
40548	25	79	94
23235	73	36	64
55783	27	49	107
17988	28	6	231
22423	73	31	10
60873	30	48	166
13824	70	10	99
37049	7	52	249
43523	22	4	219
44225	28	68	219
5483	67	64	29
12474	26	12	52
4626	38	59	195
44093	1	68	62
30284	41	15	247
6471	49	67	107
5852	14	67	158
5445	60	64	198
41361	53	46	10
62111	17	14	247
32138	27	58	122
54573	41	30	209
35513	9	76	246
19925	21	43	81
18953	16	37	209
21871	63	0	52
19165	42	37	84
37108	58	52	249
14283	29	10	184
8269	0	47	123
24669	30	51	187
47768	52	78	182
49410	18	25	45
39995	48	13	79
4102	37	60	142
3258	52	60	81
55614	75	49	81
6452	68	67	158
58613	46	27	122
54065	23	16	48
19154	54	37	35
59537	19	42	182
53615	20	29	15
61888	60	56	190
47257	48	5	94
13902	64	10	1
10856	44	54	105
41050	29	79	52
48392	38	78	107
28983	36	34	27
39009	8	21	20
46408	14	70	39
31242	23	26	184
7294	61	11	184
53083	14	29	15
19112	11	37	29
43295	65	4	209
21414	32	2	45
24273	65	51	63
31566	38	26	21
51348	2	75	169
37526	14	8	63
40410	8	13	10
14877	61	3	182
24164	41	51	79
59084	29	27	103
22140	11	0	45
37508	43	8	99
8247	38	47	249
30169	24	71	216
45483	24	33	227
46252	25	70	27
24778	76	51	185
22734	3	31	27
18673	63	37	185
16110	73	53	248
24964	66	51	79
16068	9	53	122
43054	2	7	223
62437	20	14	29
4183	15	59	126
6020	6	67	246
37233	60	52	223
54715	14	30	115
38281	9	21	123
11795	72	12	94
33418	15	38	26
50890	17	75	48
28393	56	34	15
55532	17	49	122
53277	19	29	166
25042	8	51	198
37908	38	8	15
47058	67	70	122
14515	74	3	97
53908	25	16	10
15642	7	40	126
38860	61	21	231
42148	30	1	27
15274	35	40	10
22618	53	31	162
55866	59	49	123
33563	17	38	52
36468	76	65	10
36414	3	65	184
11289	63	44	209
58457	45	27	115
28579	17	34	24
20005	10	43	158
22160	26	0	158
43125	24	7	183
47322	6	5	6
49834	68	25	26
46236	72	70	256
60222	69	9	10
41117	5	46	166
23575	28	36	10
19996	16	43	236
50028	72	17	37
51384	71	75	27
26561	34	39	198
57785	78	45	29
29222	71	34	15
16690	25	55	107
46457	62	70	232
61361	14	56	62
42435	71	1	249
34708	0	77	123
22415	74	31	123
17749	25	6	95
29299	18	71	160
22	39	57	216
33183	61	73	126
16293	28	53	79
61854	54	56	248
42826	19	7	223
45342	79	33	180
6773	18	11	247
46111	60	69	130
51641	75	74	140
27461	44	35	79
49219	38	72	158
24042	51	36	48
23455	6	36	178
32515	42	58	20
43825	33	4	81
25871	71	41	63
9937	44	20	34
24178	25	51	219
2669	59	66	137
2447	35	66	99
26951	78	35	166
4007	2	60	247
11279	47	44	223
52350	14	22	247
629	32	57	166
44639	45	33	37
22151	66	0	151
31001	15	26	10
39457	69	19	249
28267	29	50	120
22256	18	31	195
53097	75	29	27
20650	53	32	43
4078	34	60	162
42002	55	1	219
22498	14	31	188
10528	19	54	69
54609	50	30	129
52339	43	22	198
40220	21	13	99
58247	44	45	192
56567	15	24	37
35126	6	63	29
4264	4	59	48
24138	52	51	246
38877	68	21	69
37585	23	8	165
62920	22	18	182
41080	33	79	223
9882	58	20	62
10090	18	54	180
57214	0	24	247
134	25	57	62
32746	74	73	195
46791	38	70	10
63042	61	18	249
29972	38	71	24
11344	31	44	107
24466	55	51	99
52087	8	74	107
12054	55	12	6
36245	78	65	116
18632	23	37	120
24088	45	51	245
10984	37	54	62
31116	65	26	101
23553	64	36	56
5329	68	64	166
42691	75	7	223
8713	4	62	123
37437	74	8	67
22005	3	0	48
9108	38	62	115
9893	61	20	56
41628	26	46	81
24000	34	36	81
41225	65	46	56
14074	36	10	223
14743	69	3	166
35264	16	63	62
57541	52	45	184
13659	75	10	45
29475	74	71	81
54620	4	30	223
12161	59	12	246
10863	11	54	45
3131	24	66	24
19989	16	43	202
22270	39	31	48
21178	57	2	48
34722	61	77	97
44932	23	33	27
48679	33	78	166
31807	5	58	35
56617	25	24	79
968	33	57	24
9531	14	20	152
11078	52	44	98
36218	75	65	52
15118	41	40	27
49692	59	25	115
33111	76	73	45
31650	44	26	171
37157	20	52	219
1710	46	23	170
8430	2	47	21
18711	53	37	39
42997	68	7	158
56303	26	49	209
34976	72	63	184
165	50	57	158
13216	44	28	52
1071	9	61	48
18674	63	37	98
19308	56	43	107
2692	28	66	158
12153	19	12	86
43817	37	4	10
9776	12	20	39
6762	51	67	67
37478	46	8	140
26733	25	35	249
14557	17	3	182
1388	36	61	194
46015	49	69	62
39695	8	19	254
5719	73	67	166
50691	18	75	64
31388	28	26	162
14103	38	10	198
55074	20	30	158
58221	79	45	98
19745	31	43	6
60964	10	48	10
60246	13	9	174
9781	12	20	246
849	2	57	37
49292	44	72	45
42288	0	1	180
27698	5	50	223
28653	48	34	180
