1.965559900732005483e+00 4.328595374195995382e-01 4.085527639156263935e-02
2.007945914644360119e+00 5.818260557388539311e-01 8.809329033854839119e-01
2.991002528482262276e-03 3.684835876201462690e-01 2.613731308487527549e+00
1.098746445510374592e+00 2.186781337742032427e+00 3.250307903368228769e-03
2.603462698338799175e+00 7.966296905608492018e-01 3.971023219290861772e-01
2.212275196183103532e+00 4.998201581166469148e-02 4.977830773082354571e-04
9.226674419921501724e-02 1.488552530992928169e+00 2.855168068807201632e-03
3.104375357179893324e+00 -0.000000000000000000e+00 7.882494503395036656e-01
1.366794633362152567e+00 2.292492046030321529e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.168715819236393560e+00 1.207864877932553149e+00
-0.000000000000000000e+00 9.199497724700351001e-03 1.030739400791599314e+00
1.639496428397404282e+00 4.994739799842564353e-03 1.153031734487102167e-01
3.034260080444713736e+00 1.538545604538869016e+00 6.786059293560452454e-01
5.488671912963227761e-01 1.822183077592698765e-03 -0.000000000000000000e+00
1.176950020234548866e+00 5.285058208535839963e-01 3.729222533656847798e-03
6.202117376802174231e-01 3.624820686950327303e-03 6.652556081634387192e-03
3.044538368643777693e-01 7.729785048423016836e-01 9.306587344477409984e-03
1.390052937771041552e+00 -0.000000000000000000e+00 1.049713750277875279e+00
1.247934371542603449e+00 -0.000000000000000000e+00 4.968300403771162268e-04
6.414598507663042959e-01 8.555443044013126830e-01 1.951538759832432968e+00
1.648869556429768402e+00 2.063907259085851820e+00 -0.000000000000000000e+00
1.816146902031148702e+00 1.685066639554223311e+00 6.779156487036871459e-01
3.162157684287292270e+00 2.107215285457044243e-03 9.296541380046176029e-01
4.488133221434420332e-03 7.558880517254604747e-01 1.459962004253025691e+00
1.566112340354543090e-03 6.098978564654692703e-04 9.706920784919568224e-01
1.014823724366557683e-01 4.494882898566496809e-01 -0.000000000000000000e+00
8.657852444615459220e-01 8.140030824974199275e-01 5.219320277527250695e-01
2.350758493011115391e+00 2.064440712211583831e-04 1.279134659187894707e+00
6.349245347693209833e-04 1.024264684387121260e+00 9.373164046307379538e-01
-0.000000000000000000e+00 1.741175080265241482e+00 3.246129149638736777e-01
1.091262308933983238e+00 3.664618998690461404e-04 4.005410129550950327e-01
1.171441402560447712e-03 5.781140428451944091e-01 1.876498546012829838e+00
1.857258642958549144e+00 -0.000000000000000000e+00 8.131773454720635508e-01
3.312280562313201782e-01 1.154630315110064087e+00 1.480682037754927904e+00
7.857730813398596803e-01 -0.000000000000000000e+00 1.180976787256761584e+00
1.303228679590615058e-01 1.631247551698942644e+00 1.211493347226878070e+00
1.395954976917657131e+00 4.619511693575104605e-01 1.498876003581206984e+00
4.948053314515198919e-01 2.914092006185956540e-01 1.743826479931082307e+00
7.301833970594886480e-01 1.571608636459190134e+00 2.245446395879129586e-01
7.861742198340483379e-01 3.574905454209364453e-01 7.255174941833070212e-01
1.800111794005142762e+00 5.204154359239614447e-01 9.095335284588494940e-01
1.350649991913505987e+00 2.196497103571355414e+00 2.024870589527056008e+00
4.561104176464897964e-01 -0.000000000000000000e+00 3.255307767790200923e-01
2.777281554954857401e-01 9.211948375093989005e-01 2.883968817246496119e+00
1.002084404125326733e+00 1.665540973750636033e-01 1.650292650662518623e+00
-0.000000000000000000e+00 8.506223958186733825e-01 2.208561547247990357e-03
1.798042095630847603e+00 1.275214814886395986e+00 -0.000000000000000000e+00
1.038447825197758023e-01 7.301685632829835182e-01 6.091164588129457380e-01
3.792347401295547739e-03 2.641277626741124873e+00 9.465513603672575105e-01
1.164473382295752923e+00 9.825791345120784559e-01 8.011342135573534806e-01
1.272886872587398077e+00 5.584691204803595710e-01 1.684266343705336899e+00
1.250864847336111252e+00 5.984004063269603331e-03 1.940582724626312983e+00
1.340225399053919242e+00 1.203182331318454423e+00 7.730960968173914427e-01
1.258824863605688231e-03 5.449237815128430036e-03 3.148815030278465099e-01
4.425776208739943263e-01 7.152134808915240338e-01 1.395575890725996526e+00
1.643741574096361808e-03 2.376705922196384047e-01 1.102065742067828591e+00
1.353090935442684772e+00 1.045399686776942241e-02 1.364042444341454028e-03
3.404419410273992080e-04 2.049165979773154844e-01 1.044533856064224553e+00
2.603805017330573346e+00 1.173946763080341849e-01 1.083129622020223689e-03
1.119397177770071306e+00 8.266821453730102132e-01 1.938537754962585012e-03
6.166932600035727186e-01 2.793021789648157505e+00 5.323364233370572185e-01
5.055533416899309074e-02 1.199015064471302239e+00 2.173928649056475315e+00
2.351743462556592744e-03 2.654487456086769837e-01 1.157648929496503998e+00
1.563202914373776342e-02 1.353276454971764853e+00 1.192947028956670374e+00
4.542906656878930582e-01 1.135052171094393048e+00 1.191215381512446214e+00
1.025095936037836719e-01 1.563788439626010884e+00 1.825871672946054014e+00
